;file;new_index
100;../Datasets/MR/Parsed/Train/0_10100.txt;4990
101;../Datasets/MR/Parsed/Train/0_10101.txt;3209
102;../Datasets/MR/Parsed/Train/0_10102.txt;3025
103;../Datasets/MR/Parsed/Train/0_10103.txt;915
104;../Datasets/MR/Parsed/Train/0_10104.txt;2101
105;../Datasets/MR/Parsed/Train/0_10105.txt;5150
106;../Datasets/MR/Parsed/Train/0_10106.txt;9079
107;../Datasets/MR/Parsed/Train/0_10107.txt;7921
108;../Datasets/MR/Parsed/Train/0_10108.txt;5869
109;../Datasets/MR/Parsed/Train/0_10109.txt;10492
110;../Datasets/MR/Parsed/Train/0_10110.txt;6924
111;../Datasets/MR/Parsed/Train/0_10111.txt;4717
112;../Datasets/MR/Parsed/Train/0_10112.txt;4258
113;../Datasets/MR/Parsed/Train/0_10113.txt;10053
114;../Datasets/MR/Parsed/Train/0_10114.txt;1763
115;../Datasets/MR/Parsed/Train/0_10115.txt;1441
116;../Datasets/MR/Parsed/Train/0_10116.txt;9442
117;../Datasets/MR/Parsed/Train/0_10117.txt;9487
118;../Datasets/MR/Parsed/Train/0_10118.txt;7925
119;../Datasets/MR/Parsed/Train/0_10119.txt;2568
120;../Datasets/MR/Parsed/Train/0_10120.txt;5147
121;../Datasets/MR/Parsed/Train/0_10121.txt;4567
122;../Datasets/MR/Parsed/Train/0_10122.txt;2123
123;../Datasets/MR/Parsed/Train/0_10123.txt;7139
124;../Datasets/MR/Parsed/Train/0_10124.txt;10034
125;../Datasets/MR/Parsed/Train/0_10125.txt;5733
126;../Datasets/MR/Parsed/Train/0_10126.txt;6716
127;../Datasets/MR/Parsed/Train/0_10127.txt;9097
128;../Datasets/MR/Parsed/Train/0_10128.txt;4585
129;../Datasets/MR/Parsed/Train/0_10129.txt;2223
130;../Datasets/MR/Parsed/Train/0_10130.txt;2403
131;../Datasets/MR/Parsed/Train/0_10131.txt;9182
132;../Datasets/MR/Parsed/Train/0_10132.txt;10653
133;../Datasets/MR/Parsed/Train/0_10133.txt;7746
134;../Datasets/MR/Parsed/Train/0_10134.txt;4341
135;../Datasets/MR/Parsed/Train/0_10135.txt;5143
136;../Datasets/MR/Parsed/Train/0_10136.txt;7444
137;../Datasets/MR/Parsed/Train/0_10137.txt;660
138;../Datasets/MR/Parsed/Train/0_10138.txt;7590
139;../Datasets/MR/Parsed/Train/0_10139.txt;5718
140;../Datasets/MR/Parsed/Train/0_10140.txt;8416
141;../Datasets/MR/Parsed/Train/0_10141.txt;306
142;../Datasets/MR/Parsed/Train/0_10142.txt;9148
143;../Datasets/MR/Parsed/Train/0_10143.txt;5159
144;../Datasets/MR/Parsed/Train/0_10144.txt;6513
145;../Datasets/MR/Parsed/Train/0_10145.txt;6093
146;../Datasets/MR/Parsed/Train/0_10146.txt;535
147;../Datasets/MR/Parsed/Train/0_10147.txt;2258
148;../Datasets/MR/Parsed/Train/0_10148.txt;5299
149;../Datasets/MR/Parsed/Train/0_10149.txt;3384
150;../Datasets/MR/Parsed/Train/0_10150.txt;8094
151;../Datasets/MR/Parsed/Train/0_10151.txt;1537
152;../Datasets/MR/Parsed/Train/0_10152.txt;8752
153;../Datasets/MR/Parsed/Train/0_10153.txt;923
154;../Datasets/MR/Parsed/Train/0_10154.txt;4412
155;../Datasets/MR/Parsed/Train/0_10155.txt;3063
156;../Datasets/MR/Parsed/Train/0_10156.txt;7758
157;../Datasets/MR/Parsed/Train/0_10157.txt;2721
158;../Datasets/MR/Parsed/Train/0_10158.txt;6492
159;../Datasets/MR/Parsed/Train/0_10159.txt;1357
160;../Datasets/MR/Parsed/Train/0_10160.txt;2033
161;../Datasets/MR/Parsed/Train/0_10161.txt;6349
162;../Datasets/MR/Parsed/Train/0_10162.txt;10231
163;../Datasets/MR/Parsed/Train/0_10163.txt;6271
164;../Datasets/MR/Parsed/Train/0_10164.txt;1124
165;../Datasets/MR/Parsed/Train/0_10165.txt;8312
166;../Datasets/MR/Parsed/Train/0_10166.txt;4061
167;../Datasets/MR/Parsed/Train/0_10167.txt;3036
168;../Datasets/MR/Parsed/Train/0_10168.txt;8636
169;../Datasets/MR/Parsed/Train/0_10169.txt;5602
170;../Datasets/MR/Parsed/Train/0_10170.txt;7979
171;../Datasets/MR/Parsed/Train/0_10171.txt;8187
172;../Datasets/MR/Parsed/Train/0_10172.txt;10366
173;../Datasets/MR/Parsed/Train/0_10173.txt;4390
174;../Datasets/MR/Parsed/Train/0_10174.txt;10298
175;../Datasets/MR/Parsed/Train/0_10175.txt;267
176;../Datasets/MR/Parsed/Train/0_10176.txt;8661
177;../Datasets/MR/Parsed/Train/0_10177.txt;4831
178;../Datasets/MR/Parsed/Train/0_10178.txt;1280
179;../Datasets/MR/Parsed/Train/0_10179.txt;1216
180;../Datasets/MR/Parsed/Train/0_10180.txt;5422
181;../Datasets/MR/Parsed/Train/0_10181.txt;1397
182;../Datasets/MR/Parsed/Train/0_10182.txt;6129
183;../Datasets/MR/Parsed/Train/0_10183.txt;7273
184;../Datasets/MR/Parsed/Train/0_10184.txt;10459
185;../Datasets/MR/Parsed/Train/0_10185.txt;2179
186;../Datasets/MR/Parsed/Train/0_10186.txt;7231
187;../Datasets/MR/Parsed/Train/0_10187.txt;4876
188;../Datasets/MR/Parsed/Train/0_10188.txt;5169
189;../Datasets/MR/Parsed/Train/0_10189.txt;5947
190;../Datasets/MR/Parsed/Train/0_10190.txt;3912
191;../Datasets/MR/Parsed/Train/0_10191.txt;8433
192;../Datasets/MR/Parsed/Train/0_10192.txt;1208
193;../Datasets/MR/Parsed/Train/0_10193.txt;1722
194;../Datasets/MR/Parsed/Train/0_10194.txt;10581
195;../Datasets/MR/Parsed/Train/0_10195.txt;7343
196;../Datasets/MR/Parsed/Train/0_10196.txt;614
197;../Datasets/MR/Parsed/Train/0_10197.txt;4329
198;../Datasets/MR/Parsed/Train/0_10198.txt;6466
199;../Datasets/MR/Parsed/Train/0_10199.txt;4120
200;../Datasets/MR/Parsed/Train/0_10200.txt;3545
201;../Datasets/MR/Parsed/Train/0_10201.txt;181
202;../Datasets/MR/Parsed/Train/0_10202.txt;3873
203;../Datasets/MR/Parsed/Train/0_10203.txt;8394
204;../Datasets/MR/Parsed/Train/0_10204.txt;5932
205;../Datasets/MR/Parsed/Train/0_10205.txt;10503
206;../Datasets/MR/Parsed/Train/0_10206.txt;7662
207;../Datasets/MR/Parsed/Train/0_10207.txt;9147
208;../Datasets/MR/Parsed/Train/0_10208.txt;3213
209;../Datasets/MR/Parsed/Train/0_10209.txt;10300
210;../Datasets/MR/Parsed/Train/0_10210.txt;1486
211;../Datasets/MR/Parsed/Train/0_10211.txt;2600
212;../Datasets/MR/Parsed/Train/0_10212.txt;4499
213;../Datasets/MR/Parsed/Train/0_10213.txt;2686
214;../Datasets/MR/Parsed/Train/0_10214.txt;8827
215;../Datasets/MR/Parsed/Train/0_10215.txt;8966
216;../Datasets/MR/Parsed/Train/0_10216.txt;7993
217;../Datasets/MR/Parsed/Train/0_10217.txt;3046
218;../Datasets/MR/Parsed/Train/0_10218.txt;6077
219;../Datasets/MR/Parsed/Train/0_10219.txt;4666
220;../Datasets/MR/Parsed/Train/0_10220.txt;2565
221;../Datasets/MR/Parsed/Train/0_10221.txt;9886
222;../Datasets/MR/Parsed/Train/0_10222.txt;33
223;../Datasets/MR/Parsed/Train/0_10223.txt;6813
224;../Datasets/MR/Parsed/Train/0_10224.txt;191
225;../Datasets/MR/Parsed/Train/0_10225.txt;1322
226;../Datasets/MR/Parsed/Train/0_10226.txt;10442
227;../Datasets/MR/Parsed/Train/0_10227.txt;307
228;../Datasets/MR/Parsed/Train/0_10228.txt;2306
229;../Datasets/MR/Parsed/Train/0_10229.txt;5825
230;../Datasets/MR/Parsed/Train/0_10230.txt;10307
231;../Datasets/MR/Parsed/Train/0_10231.txt;3700
232;../Datasets/MR/Parsed/Train/0_10232.txt;3171
233;../Datasets/MR/Parsed/Train/0_10233.txt;2210
234;../Datasets/MR/Parsed/Train/0_10234.txt;5856
235;../Datasets/MR/Parsed/Train/0_10235.txt;6975
236;../Datasets/MR/Parsed/Train/0_10236.txt;2191
237;../Datasets/MR/Parsed/Train/0_10237.txt;10068
238;../Datasets/MR/Parsed/Train/0_10238.txt;10028
239;../Datasets/MR/Parsed/Train/0_10239.txt;6743
240;../Datasets/MR/Parsed/Train/0_10240.txt;29
241;../Datasets/MR/Parsed/Train/0_10241.txt;5388
242;../Datasets/MR/Parsed/Train/0_10242.txt;7939
243;../Datasets/MR/Parsed/Train/0_10243.txt;8694
244;../Datasets/MR/Parsed/Train/0_10244.txt;9458
245;../Datasets/MR/Parsed/Train/0_10245.txt;6851
246;../Datasets/MR/Parsed/Train/0_10246.txt;10505
247;../Datasets/MR/Parsed/Train/0_10247.txt;2344
248;../Datasets/MR/Parsed/Train/0_10248.txt;378
249;../Datasets/MR/Parsed/Train/0_10249.txt;5115
250;../Datasets/MR/Parsed/Train/0_10250.txt;5615
251;../Datasets/MR/Parsed/Train/0_10251.txt;5883
252;../Datasets/MR/Parsed/Train/0_10252.txt;10036
253;../Datasets/MR/Parsed/Train/0_10253.txt;9028
254;../Datasets/MR/Parsed/Train/0_10254.txt;2274
255;../Datasets/MR/Parsed/Train/0_10255.txt;2985
256;../Datasets/MR/Parsed/Train/0_10256.txt;8306
257;../Datasets/MR/Parsed/Train/0_10257.txt;355
258;../Datasets/MR/Parsed/Train/0_10258.txt;8593
259;../Datasets/MR/Parsed/Train/0_10259.txt;2137
260;../Datasets/MR/Parsed/Train/0_10260.txt;7747
261;../Datasets/MR/Parsed/Train/0_10261.txt;4132
262;../Datasets/MR/Parsed/Train/0_10262.txt;3294
263;../Datasets/MR/Parsed/Train/0_10263.txt;5601
264;../Datasets/MR/Parsed/Train/0_10264.txt;6853
265;../Datasets/MR/Parsed/Train/0_10265.txt;7873
266;../Datasets/MR/Parsed/Train/0_10266.txt;835
267;../Datasets/MR/Parsed/Train/0_10267.txt;5646
268;../Datasets/MR/Parsed/Train/0_10268.txt;5443
269;../Datasets/MR/Parsed/Train/0_10269.txt;3122
270;../Datasets/MR/Parsed/Train/0_10270.txt;5506
271;../Datasets/MR/Parsed/Train/0_10271.txt;7908
272;../Datasets/MR/Parsed/Train/0_10272.txt;8186
273;../Datasets/MR/Parsed/Train/0_10273.txt;8190
274;../Datasets/MR/Parsed/Train/0_10274.txt;5210
275;../Datasets/MR/Parsed/Train/0_10275.txt;6213
276;../Datasets/MR/Parsed/Train/0_10276.txt;7837
277;../Datasets/MR/Parsed/Train/0_10277.txt;9578
278;../Datasets/MR/Parsed/Train/0_10278.txt;9439
279;../Datasets/MR/Parsed/Train/0_10279.txt;9057
280;../Datasets/MR/Parsed/Train/0_10280.txt;1951
281;../Datasets/MR/Parsed/Train/0_10281.txt;5418
282;../Datasets/MR/Parsed/Train/0_10282.txt;8556
283;../Datasets/MR/Parsed/Train/0_10283.txt;9679
284;../Datasets/MR/Parsed/Train/0_10284.txt;8321
285;../Datasets/MR/Parsed/Train/0_10285.txt;6867
286;../Datasets/MR/Parsed/Train/0_10286.txt;3790
287;../Datasets/MR/Parsed/Train/0_10287.txt;8901
288;../Datasets/MR/Parsed/Train/0_10288.txt;3019
289;../Datasets/MR/Parsed/Train/0_10289.txt;2195
290;../Datasets/MR/Parsed/Train/0_10290.txt;7542
291;../Datasets/MR/Parsed/Train/0_10291.txt;10467
292;../Datasets/MR/Parsed/Train/0_10292.txt;10376
293;../Datasets/MR/Parsed/Train/0_10293.txt;10629
294;../Datasets/MR/Parsed/Train/0_10294.txt;4900
295;../Datasets/MR/Parsed/Train/0_10295.txt;1383
296;../Datasets/MR/Parsed/Train/0_10296.txt;6817
297;../Datasets/MR/Parsed/Train/0_10297.txt;10217
298;../Datasets/MR/Parsed/Train/0_10298.txt;3421
299;../Datasets/MR/Parsed/Train/0_10299.txt;7709
300;../Datasets/MR/Parsed/Train/0_10300.txt;5990
301;../Datasets/MR/Parsed/Train/0_10301.txt;8144
302;../Datasets/MR/Parsed/Train/0_10302.txt;4860
303;../Datasets/MR/Parsed/Train/0_10303.txt;8766
304;../Datasets/MR/Parsed/Train/0_10304.txt;3369
305;../Datasets/MR/Parsed/Train/0_10305.txt;3600
306;../Datasets/MR/Parsed/Train/0_10306.txt;9441
307;../Datasets/MR/Parsed/Train/0_10307.txt;5077
308;../Datasets/MR/Parsed/Train/0_10308.txt;8497
309;../Datasets/MR/Parsed/Train/0_10309.txt;3397
310;../Datasets/MR/Parsed/Train/0_10310.txt;8368
311;../Datasets/MR/Parsed/Train/0_10311.txt;9254
312;../Datasets/MR/Parsed/Train/0_10312.txt;9741
313;../Datasets/MR/Parsed/Train/0_10313.txt;2043
314;../Datasets/MR/Parsed/Train/0_10314.txt;9817
315;../Datasets/MR/Parsed/Train/0_10315.txt;1733
316;../Datasets/MR/Parsed/Train/0_10316.txt;9153
317;../Datasets/MR/Parsed/Train/0_10317.txt;7950
318;../Datasets/MR/Parsed/Train/0_10318.txt;7646
319;../Datasets/MR/Parsed/Train/0_10319.txt;6281
320;../Datasets/MR/Parsed/Train/0_10320.txt;5114
321;../Datasets/MR/Parsed/Train/0_10321.txt;8736
322;../Datasets/MR/Parsed/Train/0_10322.txt;7059
323;../Datasets/MR/Parsed/Train/0_10323.txt;5794
324;../Datasets/MR/Parsed/Train/0_10324.txt;9804
325;../Datasets/MR/Parsed/Train/0_10325.txt;4544
326;../Datasets/MR/Parsed/Train/0_10326.txt;6932
327;../Datasets/MR/Parsed/Train/0_10327.txt;4776
328;../Datasets/MR/Parsed/Train/0_10328.txt;2633
329;../Datasets/MR/Parsed/Train/0_10329.txt;1430
330;../Datasets/MR/Parsed/Train/0_10330.txt;662
331;../Datasets/MR/Parsed/Train/0_10331.txt;6770
332;../Datasets/MR/Parsed/Train/0_10332.txt;8435
333;../Datasets/MR/Parsed/Train/0_10333.txt;2289
334;../Datasets/MR/Parsed/Train/0_10334.txt;6810
335;../Datasets/MR/Parsed/Train/0_10335.txt;2576
336;../Datasets/MR/Parsed/Train/0_10336.txt;8406
337;../Datasets/MR/Parsed/Train/0_10337.txt;2301
338;../Datasets/MR/Parsed/Train/0_10338.txt;9871
339;../Datasets/MR/Parsed/Train/0_10339.txt;5802
340;../Datasets/MR/Parsed/Train/0_10340.txt;4376
341;../Datasets/MR/Parsed/Train/0_10341.txt;6214
342;../Datasets/MR/Parsed/Train/0_10342.txt;2463
343;../Datasets/MR/Parsed/Train/0_10343.txt;2158
344;../Datasets/MR/Parsed/Train/0_10344.txt;8842
345;../Datasets/MR/Parsed/Train/0_10345.txt;9412
346;../Datasets/MR/Parsed/Train/0_10346.txt;826
347;../Datasets/MR/Parsed/Train/0_10347.txt;8469
348;../Datasets/MR/Parsed/Train/0_10348.txt;10464
349;../Datasets/MR/Parsed/Train/0_10349.txt;5216
350;../Datasets/MR/Parsed/Train/0_10350.txt;955
351;../Datasets/MR/Parsed/Train/0_10351.txt;6478
352;../Datasets/MR/Parsed/Train/0_10352.txt;10288
353;../Datasets/MR/Parsed/Train/0_10353.txt;4820
354;../Datasets/MR/Parsed/Train/0_10354.txt;10360
355;../Datasets/MR/Parsed/Train/0_10355.txt;5182
356;../Datasets/MR/Parsed/Train/0_10356.txt;2041
357;../Datasets/MR/Parsed/Train/0_10357.txt;9965
358;../Datasets/MR/Parsed/Train/0_10358.txt;9178
359;../Datasets/MR/Parsed/Train/0_10359.txt;7588
360;../Datasets/MR/Parsed/Train/0_10360.txt;1796
361;../Datasets/MR/Parsed/Train/0_10361.txt;5719
362;../Datasets/MR/Parsed/Train/0_10362.txt;9609
363;../Datasets/MR/Parsed/Train/0_10363.txt;4144
364;../Datasets/MR/Parsed/Train/0_10364.txt;1234
365;../Datasets/MR/Parsed/Train/0_10365.txt;9890
366;../Datasets/MR/Parsed/Train/0_10366.txt;845
367;../Datasets/MR/Parsed/Train/0_10367.txt;4919
368;../Datasets/MR/Parsed/Train/0_10368.txt;7636
369;../Datasets/MR/Parsed/Train/0_10369.txt;7260
370;../Datasets/MR/Parsed/Train/0_10370.txt;10239
371;../Datasets/MR/Parsed/Train/0_10371.txt;4652
372;../Datasets/MR/Parsed/Train/0_10372.txt;941
373;../Datasets/MR/Parsed/Train/0_10373.txt;7870
374;../Datasets/MR/Parsed/Train/0_10374.txt;1236
375;../Datasets/MR/Parsed/Train/0_10375.txt;8449
376;../Datasets/MR/Parsed/Train/0_10376.txt;946
377;../Datasets/MR/Parsed/Train/0_10377.txt;5562
378;../Datasets/MR/Parsed/Train/0_10378.txt;10655
379;../Datasets/MR/Parsed/Train/0_10379.txt;255
380;../Datasets/MR/Parsed/Train/0_10380.txt;4092
381;../Datasets/MR/Parsed/Train/0_10381.txt;3165
382;../Datasets/MR/Parsed/Train/0_10382.txt;3331
383;../Datasets/MR/Parsed/Train/0_10383.txt;3980
384;../Datasets/MR/Parsed/Train/0_10384.txt;3525
385;../Datasets/MR/Parsed/Train/0_10385.txt;9711
386;../Datasets/MR/Parsed/Train/0_10386.txt;8981
387;../Datasets/MR/Parsed/Train/0_10387.txt;5476
388;../Datasets/MR/Parsed/Train/0_10388.txt;1966
389;../Datasets/MR/Parsed/Train/0_10389.txt;5296
390;../Datasets/MR/Parsed/Train/0_10390.txt;10610
391;../Datasets/MR/Parsed/Train/0_10391.txt;1477
392;../Datasets/MR/Parsed/Train/0_10392.txt;8808
393;../Datasets/MR/Parsed/Train/0_10393.txt;1228
394;../Datasets/MR/Parsed/Train/0_10394.txt;2504
395;../Datasets/MR/Parsed/Train/0_10395.txt;3689
396;../Datasets/MR/Parsed/Train/0_10396.txt;7061
397;../Datasets/MR/Parsed/Train/0_10397.txt;155
398;../Datasets/MR/Parsed/Train/0_10398.txt;2462
399;../Datasets/MR/Parsed/Train/0_10399.txt;9996
400;../Datasets/MR/Parsed/Train/0_10400.txt;2381
401;../Datasets/MR/Parsed/Train/0_10401.txt;7800
402;../Datasets/MR/Parsed/Train/0_10402.txt;563
403;../Datasets/MR/Parsed/Train/0_10403.txt;5331
404;../Datasets/MR/Parsed/Train/0_10404.txt;2380
405;../Datasets/MR/Parsed/Train/0_10405.txt;4119
406;../Datasets/MR/Parsed/Train/0_10406.txt;6138
407;../Datasets/MR/Parsed/Train/0_10407.txt;8109
408;../Datasets/MR/Parsed/Train/0_10408.txt;2786
409;../Datasets/MR/Parsed/Train/0_10409.txt;9906
410;../Datasets/MR/Parsed/Train/0_10410.txt;6895
411;../Datasets/MR/Parsed/Train/0_10411.txt;7634
412;../Datasets/MR/Parsed/Train/0_10412.txt;8060
413;../Datasets/MR/Parsed/Train/0_10413.txt;7923
414;../Datasets/MR/Parsed/Train/0_10414.txt;5254
415;../Datasets/MR/Parsed/Train/0_10415.txt;723
416;../Datasets/MR/Parsed/Train/0_10416.txt;4674
417;../Datasets/MR/Parsed/Train/0_10417.txt;7208
418;../Datasets/MR/Parsed/Train/0_10418.txt;3047
419;../Datasets/MR/Parsed/Train/0_10419.txt;3683
420;../Datasets/MR/Parsed/Train/0_10420.txt;7976
421;../Datasets/MR/Parsed/Train/0_10421.txt;5659
422;../Datasets/MR/Parsed/Train/0_10422.txt;4065
423;../Datasets/MR/Parsed/Train/0_10423.txt;6691
424;../Datasets/MR/Parsed/Train/0_10424.txt;4645
425;../Datasets/MR/Parsed/Train/0_10425.txt;3940
426;../Datasets/MR/Parsed/Train/0_10426.txt;5318
427;../Datasets/MR/Parsed/Train/0_10427.txt;2115
428;../Datasets/MR/Parsed/Train/0_10428.txt;5729
429;../Datasets/MR/Parsed/Train/0_10429.txt;2122
430;../Datasets/MR/Parsed/Train/0_10430.txt;8720
431;../Datasets/MR/Parsed/Train/0_10431.txt;10243
432;../Datasets/MR/Parsed/Train/0_10432.txt;2441
433;../Datasets/MR/Parsed/Train/0_10433.txt;1307
434;../Datasets/MR/Parsed/Train/0_10434.txt;8591
435;../Datasets/MR/Parsed/Train/0_10435.txt;1044
436;../Datasets/MR/Parsed/Train/0_10436.txt;4956
437;../Datasets/MR/Parsed/Train/0_10437.txt;5173
438;../Datasets/MR/Parsed/Train/0_10438.txt;9775
439;../Datasets/MR/Parsed/Train/0_10439.txt;7733
440;../Datasets/MR/Parsed/Train/0_10440.txt;10539
441;../Datasets/MR/Parsed/Train/0_10441.txt;2896
442;../Datasets/MR/Parsed/Train/0_10442.txt;4025
443;../Datasets/MR/Parsed/Train/0_10443.txt;584
444;../Datasets/MR/Parsed/Train/0_10444.txt;250
445;../Datasets/MR/Parsed/Train/0_10445.txt;10269
446;../Datasets/MR/Parsed/Train/0_10446.txt;2914
447;../Datasets/MR/Parsed/Train/0_10447.txt;775
448;../Datasets/MR/Parsed/Train/0_10448.txt;10188
449;../Datasets/MR/Parsed/Train/0_10449.txt;4427
450;../Datasets/MR/Parsed/Train/0_10450.txt;7282
451;../Datasets/MR/Parsed/Train/0_10451.txt;3576
452;../Datasets/MR/Parsed/Train/0_10452.txt;10120
453;../Datasets/MR/Parsed/Train/0_10453.txt;3419
454;../Datasets/MR/Parsed/Train/0_10454.txt;5618
455;../Datasets/MR/Parsed/Train/0_10455.txt;8004
456;../Datasets/MR/Parsed/Train/0_10456.txt;10476
457;../Datasets/MR/Parsed/Train/0_10457.txt;9488
458;../Datasets/MR/Parsed/Train/0_10458.txt;6627
459;../Datasets/MR/Parsed/Train/0_10459.txt;8638
460;../Datasets/MR/Parsed/Train/0_10460.txt;6659
461;../Datasets/MR/Parsed/Train/0_10461.txt;9105
462;../Datasets/MR/Parsed/Train/0_10462.txt;8689
463;../Datasets/MR/Parsed/Train/0_10463.txt;2777
464;../Datasets/MR/Parsed/Train/0_10464.txt;8194
465;../Datasets/MR/Parsed/Train/0_10465.txt;943
466;../Datasets/MR/Parsed/Train/0_10466.txt;3570
